ENSG00000165164	ENST00000297866*ENST00000378653*ENST00000493930*ENST00000378660*ENST00000446478*ENST00000630521*ENST00000313548*ENST00000378657	ENSP00000297866*ENSP00000367922*ENSP00000433564***ENSP00000485710*ENSP00000324767*ENSP00000367926	cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708]	35919734	36385319	35919734*35919734*35919781*36035791*36361326*36361330*36065661*36228779	35990147*36385319*35990152*36145070*36379803*36379446*36144809*36385316	*GO:0005515***GO:0016021*GO:0005515*	*protein binding***integral component of membrane*protein binding*	*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]***The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*	*IEA***IEA*IEA*	*molecular_function***cellular_component*molecular_function*	******	*B1ARL5**A0A0D9SEI5***	Q6ZTR5****Q8N9S7*Q8N9S7*A6PW82CXorf30		*PF00307*PF00307*PF00307***PF00307*PF00307*	*1749*1749*1749***324*324*	*1867*1867*1867***410*410*	ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00790001973721*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239	UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNKNOWN*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED	*IPR001715*IPR001715*IPR001715***IPR001715*IPR001715*	*CH-domain*CH-domain*CH-domain***CH-domain*CH-domain*	*Calponin homology domain*Calponin homology domain*Calponin homology domain***Calponin homology domain*Calponin homology domain*	ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239*ENSFM00790001973721*ENSFM00730001522239*ENSFM00730001522239*ENSFM00730001522239	UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED*UNKNOWN*UNCHARACTERIZED*UNCHARACTERIZED*UNCHARACTERIZED	*IPR001715*IPR001715*IPR001715***IPR001715*IPR001715*	*CH-domain*CH-domain*CH-domain***CH-domain*CH-domain*	*Calponin homology domain*Calponin homology domain*Calponin homology domain***Calponin homology domain*Calponin homology domain*	

ENSG00000189023	ENST00000399988*ENST00000399992*ENST00000399987*ENST00000399989*ENST00000399985	ENSP00000382870*ENSP00000382874*ENSP00000382869*ENSP00000382871*ENSP00000382867	melanoma antigen family B16 [Source:HGNC Symbol;Acc:HGNC:21188]	35798342	35803735	35798342*35798342*35798342*35798342*35798791	35803735*35803735*35803735*35803735*35803735	****	****	****	****	****	****	*A0A0A0MSA3***	A2A368**A2A368*A2A368*A2A368MAGEB16		PF01454*PF01454*PF01454*PF12440*PF12440*PF12440*PF12440*PF12440*PF12440*PF01454*PF01454*PF01454*PF01454*PF01454*PF01454*PF12440*PF12440*PF12440*PF01454*PF01454*PF01454*PF12440*PF12440*PF12440*PF01454*PF01454*PF01454*PF12440*PF12440*PF12440	120*120*120*4*4*4*36*36*36*152*152*152*120*120*120*4*4*4*120*120*120*4*4*4*120*120*120*4*4*4	290*290*290*99*99*99*131*131*131*322*322*322*290*290*290*99*99*99*290*290*290*99*99*99*290*290*290*99*99*99	ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863	MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN	IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072	MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N	MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"	ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863*ENSFM00360000109863	MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN*MELANOMA ASSOCIATED ANTIGEN MAGE ANTIGEN	IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072*IPR002190*IPR002190*IPR021072	MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N*MHD_dom*MHD_dom*MAGE_N	MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"*MAGE homology domain*MAGE homology domain*Melanoma associated antigen, N-terminal"	

ENSG00000206733	ENST00000384006		RNA, U6 small nuclear 641, pseudogene [Source:HGNC Symbol;Acc:HGNC:47604]	36021939	36022045	36021939	36022045																							

ENSG00000221729	ENST00000408802			36577396	36577491	36577396	36577491																							

ENSG00000223723	ENST00000453595			36962196	36963425	36962196	36963425																							

ENSG00000226484	ENST00000455438			36365626	36440292	36365626	36440292																							
